,Unnamed: 0,Content,Location,Retweet-Count,Favorites,Created at
926,207,"Day 1 of no March Break. I’m worried about the mental health of my students. If I, the adult, am this tired &amp; burnt out, how are they coping? #mentalhealth #onted #OntEdReality #virtuallearning https://t.co/RFj0ulLy6t","Toronto, Ontario",5,19,2021-03-15 12:15:27
927,208,"Registration link below
https://t.co/vq8iqgQHwT 

#csmvs #csmvsmuseum #csmvsmumbai #italianart #arthistory #italianarthistory #history #italianartists #paintings #masterpieces #ceilingpainting #illusionism #virtuallecture #lectureseries #virtual #virtuallearning #learning (3/3) https://t.co/R7mTw3Q6De","Mumbai, India",3,6,2021-03-15 12:12:31
928,209,"Access only the best online PWA software all in one . . .

Perfect for widescreen-displays - 1024px and up . . . 💻 🖥️

https://t.co/27B0DIrxUZ

~

#FireFly #desktop #virtualassistant #Virtual #virtuallearning #VirtualLibrary #informationtechnology #information #Android #ipadpro","Planet Phloston, Angel Galaxy",0,1,2021-03-15 11:58:11
929,210,"Virtual Learning
Register Today
🤙 +1 416 569 4606
🌎 https://t.co/JOTKZwHGJu
📩 contact.voisap@gmail.com

#virtuallearning #sapsd #sap #sapmm #sapfi #saphana #sapbasis #sapco #sapabap #sappp #saphr #abap #hana #sapfico #saptraining #sapconsultant #voisap #sapficotraining https://t.co/ZAH0xtUVHW",,0,0,2021-03-15 11:45:38
930,211,"📣 Mar 15-20, 2020 Career Education &amp; Networking Events #GreatCareersPHL #CareerEducation #OnlineLearning #VirtualLearning #Career #Entrepreneur #JobSeeker #Networking #CareerManagement - https://t.co/RedLspuTPw https://t.co/poLy0peNgD","King of Prussia, PA",0,0,2021-03-15 11:45:19
931,212,"We proudly announce that our student Arkadeep Chatterjee of class 4 secured International 4th Rank in the General Knowledge Olympiad. 
Please visit https://t.co/eMH2zmh5b1
#VikasTheConceptSchool #BestCBSESchool #Bestschoolhyderabad
#LearnSafe #LearnVirtual  #VirtualLearning https://t.co/I35hbSz5fO",,0,1,2021-03-15 10:11:13
932,213,Wow! What an incredible way to use virtual technology. #circus #vr #virtualvangogh #vangogh #virtuallearning https://t.co/ndgkV969i6,United Kingdom,1,3,2021-03-15 10:06:44
933,214,"We proudly announce that our student Taansi Shruthika of class 4 secured International 4th Rank in the General Knowledge Olympiad. 
Please visit https://t.co/eMH2zmh5b1
#VikasTheConceptSchool #BestCBSESchool #Bestschoolhyderabad
#LearnSafe #LearnVirtual #VirtualLearning https://t.co/KMaWZ0pQ9m",,0,1,2021-03-15 10:03:32
934,215,"Congratulations to our student Tanushsri of class 3 secured International 4th Rank in English Olympiad
Please visit https://t.co/eMH2zmh5b1
#VikasTheConceptSchool #BestCBSESchool #Bestschoolhyderabad
#LearnSafe #LearnVirtual #OnlineLearning #VirtualLearning https://t.co/TiM7hhrMCx",,0,1,2021-03-15 10:00:37
935,216,"Congratulations to our student Aarav Sahu of Class 4 secured International 3rd Rank in English Olympiad
Please visit https://t.co/eMH2zmh5b1
#VikasTheConceptSchool #BestCBSESchool #Bestschoolhyderabad
 #LearnSafe #LearnVirtual #OnlineLearning #VirtualLearning https://t.co/xsxNWr9lhO",,0,1,2021-03-15 09:56:36
936,217,"Congratulations to our student Ishita Kandheri of class III secured International 3rd Rank in English Olympiad 
Please Visit https://t.co/eMH2zmh5b1
#VikasTheConceptSchool #BestCBSESchool #Bestschoolhyderabad
#CBSE #LearnSafe #LearnVirtual #OnlineLearning #VirtualLearning https://t.co/G500aUJQlS",,0,1,2021-03-15 09:50:05
937,218,"#Webinar: How to support autism in the workplace 16 Mar at 12pm.
Gain an understanding of the social, communication, and sensory differences a person with autism may present. Click here to add this to your diary https://t.co/RhdK4uWEIT

#lunchNlearn #virtuallearning #employautism https://t.co/l7okQnWkkU","London, UK",11,13,2021-03-15 09:00:10
938,219,"𝗣𝗿𝗼𝘅𝗶𝗺𝗶𝘁𝘆 𝗟𝗲𝗮𝗿𝗻𝗶𝗻𝗴 𝗮𝗻𝗱 𝗛𝘆𝗯𝗿𝗶𝗱 𝗖𝗹𝗮𝘀𝘀𝗿𝗼𝗼𝗺𝘀 - Read this case study.

https://t.co/qGQZXSdn7a

#proximitylearning #hybridlearning #HybridClassrooms #remotelearning #remoteclasses #virtuallearning  #virtualclassroom #virtualclasses  #granteq https://t.co/Uk0qd6DVeE",India | Middle East | Africa,2,3,2021-03-15 08:09:10
939,220,One year ago today. Stunning to even think about.  #VirtualLearning #COVIDLockdown,"Durham, NC",0,0,2021-03-15 06:59:01
940,221,"Is higher education's online business model a success? Is it better to go back to the traditional classroom practice after the COVID crisis subsides, or will we have found a better alternative? 
#HarvardBusinessReview #highereducation #virtuallearning 

https://t.co/zGGFrDHi00",India,0,1,2021-03-15 06:42:28
941,222,"How to Plan a Productive Meeting - The Most Critical Part of the Agenda

https://t.co/3hERchUNHL   #TimeManagement #Productivity #ProductiveMeeting #Agenda #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #Stress #VirtualLearning",Worldwide,0,0,2021-03-15 05:30:08
942,223,"Planning a virtual job fair is just half the task! To make it a successful event, you need a platform like JobFairing where you can host and promote it! 

https://t.co/vvBOEMalZf

#virtuallearning #virtual #jobsearch #interview #InterviewTips #jobfairs #jobs #recruitingjobs https://t.co/foB0jSX0tg","Connecticut, USA",0,0,2021-03-15 03:53:54
943,224,My amazing colleagues @rundlecollege @RCElementary @RundleJrSr share their learning after almost a year of #onlinelearning #virtuallearning. At the heart of learning is #connection. ❤️ https://t.co/vRZdia03FV,"Treaty 7 Lands, AB",1,4,2021-03-15 03:53:07
944,225,"Due to inclement weather, Launch will have a remote learning day tomorrow, Monday, March 15, 2021.

#remotelearning #virtuallearning #blizzard #snow #launchhighschool #coloradosprings #colorado #spring #march #education #launch #inclementweather #monday #staywarmandsafe❄️ https://t.co/OGXMmziJqW","Colorado Springs, Colorado",0,0,2021-03-15 03:00:48
945,226,"Things Parents Love And Hate About Virtual Learning Experience https://t.co/zevZiUJSOS

#edtech #education #edtechchat #edchat #parents #virtuallearning #VirtualReality https://t.co/TXdqDKCfXE",India,3,0,2021-03-15 02:30:09
946,227,"Hello, it's me, Karen, it's already March, and I'm just now getting back on Twitter. Anyone else overwhelmed from #reportcards #conferences #teaching #covid #virtualLearning? I feel I do so much more than normal and still feel inadequate. #teacherfeelings #teachertwitter https://t.co/GJdPvvB8cc","Ellensburg, Wa",0,0,2021-03-15 00:49:01
947,228,"3 Unexpected Benefits of Virtual #Learning and Its Impact on Engaging Students.
@Getting_Smart 
https://t.co/Y7oUuXOa45
#virtuallearning #engagement https://t.co/idSDGu7c77","Rio de Janeiro, Brasil",0,0,2021-03-15 00:28:02
948,229,"There are tons of local opportunities for *FUN* learning this week! What are you planning on doing?

https://t.co/3sytHZJZPr

#LearnLocal #Binghamton #BroomeCounty #TiogaCounty #FamilyFun #VirtualLearning","Binghamton, NY",0,0,2021-03-15 00:01:42
949,230,"Planning a meeting? Bring a productivity speaker &amp; Microsoft Certified Trainer to your next meeting, onsite training workshop, or virtual training program to add valuable software skills. DM me here or at Dawn@TheSoftwarePro.com
#Productivity #VirtualLearning https://t.co/fvm7YRRmJu","Denver, Colorado",0,0,2021-03-14 23:59:23
950,231,"“Where’s Me Gold” Leprechaun Chase - Here is a sneak peak at all 3 levels of our St. Patty’s Day activity. We have 2 other St. patty day activity (link in bio or comments) Trivia and Where’s the Leprechaun 

#ElementaryPe #PhysEd #TEACHers #HPE #peathome #virtuallearning https://t.co/RLeHGIRHUK","Mahwah, NJ",2,21,2021-03-14 23:29:31
951,232,Huge library of free resources for online learning for #teachers and #partents: https://t.co/ZYodTon2Td @thejournal_ie #education #virtuallearning #education https://t.co/gVnJf1M54y,"Gold Canyon, AZ, USA",0,0,2021-03-14 23:00:24
952,233,Minimizing Aging By Drinking Tea...A Virtual Tea Tasting...4/3/21 @ 4:00 PM EST Learn valuable information how tea may help you look and feel younger.  #teatasting #virtualteatasting #teaexpert #teaforhealth #virtuallearning #ilovetea #lookyounger https://t.co/PrcL0w6DVZ https://t.co/2jMQVnpRtp,"Madison, CT USA",0,0,2021-03-14 22:01:49
953,234,"@EvanKirstel Teachers, incorporate #VR into your next lesson at home! https://t.co/jq2agxUiMt offers free virtual reality tours of many national and international sites #VirtualReality #virtuallearning #virtualteaching #remotelearning #edtech #arvrinedu #DigitalTransformation","Boston, Massachusetts",2,3,2021-03-14 20:45:05
954,235,"Indeed it is. 

Being able to #WFH is a privilege. 
Being able to pursue #virtuallearning effectively is a privilege. 
Being able to afford time to exercise and maintain good physical health is a privilege. 

Having free time and be choosy about what you do? #Privilege as well. https://t.co/tYCn5dYnJv","Washington, DC",0,10,2021-03-14 17:59:49
955,236,"Bring an engaging &amp; educational productivity speaker to your next meeting,  conference, or virtual training program.
https://t.co/5NZUdyZ6lg
#ConferenceSpeaker
#VirtualLearning https://t.co/40XSW4jJu5","Denver, Colorado",0,0,2021-03-14 17:30:20
956,237,"Don't go it alone this year! Call Sylvan of Brookfield (203-775-9611) today to get school support!

#sylvanlearning #learning #onlinelearning #elearning #virtuallearning #COVID #learningpod #virtualclassroom #tutoring #academicsupport #schoolsupport #help #tutoring #tutor https://t.co/6nED6774XF","Brookfield, CT",0,0,2021-03-14 17:00:16
957,238,"LABRIGHT CHEMISTRY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/aYITxP6pf6
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #chemistry https://t.co/D9yJnEB8ta","Cincinnati, Ohio",1,0,2021-03-14 16:45:27
958,239,"Be sure to join us this week on our Facebook page at 11:30 AM EST for some brand new read alouds. We’ll see you there! 📚

https://t.co/EqCTfGu1bU

#reachoutandreadgny #readtogether #virtuallearning #earlyliteracy #readaloud https://t.co/dHywjUw4pY","New York, NY",0,1,2021-03-14 16:15:07
959,240,"Virtual Robotics Classes now running!! Ask us about a free trial!
#boswinrobotics #onlineclasses #virtuallearning #onlinerobotics #virtualclassroom #virtualrobotics #mom #momlife #mombloger #mommyblogger #momstyle #mommygoals #momofboys #ontariomoms #momboss #mompreneur #mom_hub https://t.co/TBVV4My9XD","Mississauga, ON",1,2,2021-03-14 16:00:28
960,241,"See the link to learn how I use the #WheelOfEmotions in my #MindfulClassroom for both in person # #VirtualLearning or #HybridLearning

https://t.co/qZSLlKNenF https://t.co/qEZBjwRNjm","Indianapolis, IN",1,1,2021-03-14 16:00:16
961,242,"Delicious &amp; nutritious! 🥦 Learn basic planting &amp; growing tips, plus recipes! This online class is taught by registered dietitians from @CCEofSuffolk.
Tues 3/23 at 7pm. Reg: https://t.co/g2RPEzOyzU.

#Broccoli #Superfood #HealthAndWellness #OnlineLearning #VirtualLearning https://t.co/aR1jXgfUpY","120 Main Street, Setauket, NY",2,2,2021-03-14 15:55:02
962,243,"If you're not Following us on Facebook, you may be missing some awesome, FREE Events for both teens and parents. For example, today at 4:30pm there's Coder Dojo for coders of all abilities. Hurry over to https://t.co/dP70xYIPHk to Register for this and more!  #virtuallearning https://t.co/ZwzRMjO2Z1","Raleigh, NC",0,2,2021-03-14 15:43:38
963,244,"Today is 3.14.… Happy National #PiDay!😊 #PiDay2021 

#TorontoHighSchool #TorontoSchoolDistrict #PrivateEducation #VirtualLearning #PrivateHighSchool #NorthYork #PrivateSchoolTO #PrivateSchool #DVALearns #DVAStudents https://t.co/v8BFopjpnp", 4576 Yonge Street Suite 408,0,0,2021-03-14 15:12:04
964,245,"Without support from parents and guardians in a #VirtualLearning environment, students will not progress as well as they should.

Tips for Getting Parents Engaged in Distance Learning
https://t.co/OYOuFGg3Dy https://t.co/jG3HvoG7uO",,1,1,2021-03-14 15:00:56
965,246,"One of the significant changes that may last well beyond the pandemic! 💻 🎧 

#VirtualLearning #EdChat #TeachersEverywhere #TeacherTwitter
https://t.co/hAIIqoAdBe",,0,0,2021-03-14 14:55:08
966,247,"Each course at Swarkul Academy comes with a unique syllabus designed keeping in mind the specific requirements of each course
Visit: https://t.co/tG6vpt3pKS

#Swarkul #SwarkulAcademy #HobbyCourses #OnlineCourses #VirtualLearning #OnlineClasses #Chess #Guitar #Dance #Zumba #Art https://t.co/ffa1O0WvZw",,0,1,2021-03-14 14:51:22
967,248,In our Instructional Technology class this week with @DrChristianElia we had a debate regarding the pros and cons of #virtuallearning. So interesting to hear all the perspectives and opinions of my classmates regarding this highly relevant topic! https://t.co/8MSCXXzdlM,,0,4,2021-03-14 14:07:52
968,249,#Chemistry Course Plan: 250-Resource Whole Year #teaching Bundle https://t.co/2o0mt7677A #chemchat #apchem #apchemistry #science #homework #sundayvibes #SundayMorning #SundayThoughts #SundayMotivation  #BlessedSunday #SundayFunday #SundayBrunch #virtuallearning #hybridlearning,excite  engage  enhance,0,0,2021-03-14 14:05:01
969,250,Lab Safety &amp; Equipment: #chemistry #Homework Helper &amp; Test Study Guide https://t.co/WzGj8VDWyL #chemchat #apchem #apchemistry #science #edu  #sundayvibes #SundayMorning #SundayThoughts #SundayMotivation  #BlessedSunday #SundayFunday #SundayBrunch #virtuallearning #hybridlearning,excite  engage  enhance,0,0,2021-03-14 14:03:48
970,251,"Lab Safety, Equipment, Significant Figures #Chemistry Bundle  https://t.co/tvH3qm3A3R #chemchat #apchem #apchemistry #science #edu #homework #sundayvibes #SundayMorning #SundayThoughts #SundayMotivation  #BlessedSunday #SundayFunday #SundayBrunch #virtuallearning #hybridlearning",excite  engage  enhance,0,0,2021-03-14 14:02:21
971,252,"#COVID/#virtuallearning provided the best opportunity for #deadbeat dads: 

You only have to make ONE trip -and can tell the judge you’ve picked up the kids from the house AND school. 😂🖕🏾

#comedian #AmericanRescuePlan #CovidReliefBill #bigfacts #manup #family #dadblog","Philadelphia, PA",0,0,2021-03-14 13:40:32
972,253,"What are you doing right now? Just scrolling Twitter? How about a webinar instead? 💻 🤔 https://t.co/DSNM0smSS4 
#TheBlackMBA #nbmbaa #Webinar #VirtualLearning https://t.co/Iuzbi6f8hO","Atlanta, GA",0,0,2021-03-14 13:35:03
973,254,Great opportunity for a virtual PD session on literacy. #scienceofreading #instruction #anitaarcher #davidkilpatrick #virtuallearning  https://t.co/DD6DrxkWJu,"Pennsylvania, USA",0,2,2021-03-14 12:32:22
974,255,"We have events you will not want to miss. 

Sign up to our mailing list and specify your preferences for the latest updates on #CancerEducation and training. 

Sign up today: https://t.co/8JqPMBbNU0

#VirtualLearning #OnlineEducation #SoOEvents https://t.co/QiYAfDOn02","Department 17, Wilmslow Road
Manchester, United Kingdom",0,4,2021-03-14 12:31:00
975,256,"#HappyMothersDay!

#Virtual #Science &amp; #Innovation #careers event is LIVE!
Join us 24/7 'til #school #Easter hols to discover &amp; explore #STEM career paths https://t.co/amm2DRL3B0  
#Parents #Teachers #Edutwitter edchat #Sussex #BSW21 #Students #homeschooling #virtuallearning https://t.co/OVXEPBJpIw","County Hall, Lewes",0,1,2021-03-14 09:57:00
976,257,"We are glad to announce Ms Muskan Aggarwal as our Star Performer 🌟 and Congratulate 💐 her on her phenomenal performance. 💫
#Shashi_Dream_Foundation wishes her all the very best 🎀

#StarPerformer #workfromhome #virtuallearning #virtualinternship #virtualintern #literacymatter https://t.co/NGxkBEp3gl","Katol, India",0,2,2021-03-14 09:36:45
977,258,"Women Create-Free Summit 
March 23-25

2 days 
30+ experts
2 weeks of access to all replays

Build businesses with support success guaranteed

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/lXzYOKojGJ","Bengaluru, India",1,0,2021-03-14 09:18:16
978,259,"Addressing the immediate educational needs...acting proactively...this is #delhigovtschools model

#virtuallearning

@Dir_Education
@Minister_Edu https://t.co/MtZ9QscKtp","Delhi, INDIA",1,5,2021-03-14 07:46:50
979,260,"Plug your email time leaks THT Admin excerpt

https://t.co/vhP5uWjHlO
#TimeManagement #Productivity #Organization #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #TimeManagementFixer #HeleneSegura #VirtualLearning #WorkFromHome  #Meetings #MeetingNotes #MeetingAgenda #Email",Worldwide,0,0,2021-03-14 06:45:03
980,261,One year ago - me and these 3 amazing ladies were the first to pilot delivery in Zoom only with the looming pandemic. ❤️ ⁦@Zoom⁩ #howweconnect #virtuallearning https://t.co/T5mL54OdMv,"San Antonio, TX",0,11,2021-03-14 05:39:51
981,262,Some observations from my homeschool and virtual learning parents on their children continuing to learn online. #Homeschooling #virtuallearning #tutor https://t.co/qVLDznBOQy,,0,0,2021-03-14 05:15:24
982,263,"Virtual learning can’t work if all students have broadband access. I’m not talking about satellite or hotspot (almost all slow as shit with data limits)

Providers, invest in infrastructure. The market is there, just run the lines. #virtuallearning","Ohio, USA",0,0,2021-03-14 04:00:23
983,264,My ADHD son went from C’s and D’s in Brick and Mortar to straight A’s in virtual charter. I’ve never been more confident about a decision as a parent. #virtuallearning #adhd https://t.co/isaqMLkokW,Poconos ,0,0,2021-03-14 02:14:23
984,265,It’s Time to Give Classroom Jobs Another Try https://t.co/uMPlq8E6Yu via @cultofpedagogy #genius #virtuallearning #highschoolteacherstoo,"Madison, WI",0,0,2021-03-14 00:00:38
985,266,#COVID19 and #virtuallearning. How can K-12 teachers ensure their students' success during a #pandemic? Learn more here. @JAMA_current #MedEd https://t.co/FIImyBJ4X9,"Chicago, IL",1,0,2021-03-14 00:00:00
986,267,"https://t.co/7iEDNXbF02
Conduct seamless online meetings with 
Most advanced video conferencing platform. 
SIGN UP TODAY! for unmatched experience

#VideoConference #webinar #OnlineClasses #remotework #remotelearning #WFH #edtech #onlinelearning #WorkFromHome  #virtuallearning https://t.co/xgnF764ukX",Noida,0,0,2021-03-13 23:19:37
987,268,"You can as an educator make #virtuallearning fun and engaging with education-focused VR environment https://t.co/RdyJjdLaQ8.
#vAcademia has everything you need for effective classes: interactive whiteboards, webcamera support, stickers, 3D-objects, online polls, and much more. https://t.co/IQjzA1AA2Y", United Kingdom,0,0,2021-03-13 23:00:25
988,269,"Today’s workforce is to a large extent remote, diverse, and sometimes disconnected. Hence, it’s more important than ever to offer knowledge, skills, and social connection to all employees. Here's how: https://t.co/5RqvUD4X5I 
#virtuallearning #remoteworkforce",,0,1,2021-03-13 22:33:23
989,270,DON'T WAIT! Only one week left to save money on our summer leadership courses. Register now &amp; save! https://t.co/k2uXB7JTR1 #studentleadershipprogram #summerprogram #virtuallearning #leadershipdevelopment #RonaldReagan #leadershipcourse #leadershipprogram #summercamp2021 https://t.co/3lHt3TLPik,"Simi Valley, CA",0,2,2021-03-13 22:05:02
990,271,My favorite part of #virtuallearning is when my 6 year old students type “thx” in the chat box,,0,0,2021-03-13 21:59:06
991,272,"I’m sure this isn’t the first time you’ve seen the word “hack.”

https://t.co/s7XSW6voK5

#TimeManagement #Productivity #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #VirtualLearning #Organization #Stress #TimeManagementFixer  #Meetings #ProductivityHacks #TimeLeaks #Hacks https://t.co/IWN4c322B1",Worldwide,1,1,2021-03-13 21:45:05
992,273,"Today’s workforce is to a large extent remote, diverse, and sometimes disconnected. Hence, it’s more important than ever to offer knowledge, skills, and social connection to all employees. Here's how: https://t.co/6P31EYrxxj 
#virtuallearning #remoteworkforce",United States,1,4,2021-03-13 21:35:03
993,274,"Top Online Learning Tools for Remote Instruction - https://t.co/eRuLS681y9

#SmartTech #EdTech #EdTechChat #Education #Educational #Educator #EdChat #Remote #remoteteaching #remotework #highered #technews #tech #HigherEd #virtuallearning #networking #learning #hybridlearning","Anaheim, CA",4,3,2021-03-13 21:22:05
994,275,"Here is your step-by-step plan for creating eLearning courses: https://t.co/hd6pwWYdOY 

#elearning #instructionaldesigner #instructionaldesign #learningdesign #instructionaldesigners #distancelearning #elearningcourses #elearningdesign #virtuallearning #elearningprogram https://t.co/kb9twDGDQq",,2,1,2021-03-13 20:49:28
995,276,"See five science-based tips for enhancing virtual teaching and learning.

#eduTwitter #virtuallearning #ecet2 https://t.co/EXUqAyjIN5","Washington, DC",0,1,2021-03-13 19:57:00
996,277,"LABRIGHT BIOLOGY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/Cj7geLOwvH
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #biology https://t.co/tqhq8pdtsf","Cincinnati, Ohio",1,0,2021-03-13 19:01:07
997,278,Myself &amp; @SandyMarcuzzi continue to be blown away by our students! They have earned 22 learning certificates so far this month for completing work on their asynchronous learning platforms @GEVSchool @gecdsbpro #connectedandlearning #virtuallearning #specialeducation https://t.co/3Xp0aat8Yl,"Windsor, Ontario",1,10,2021-03-13 18:54:42
998,279,"Upgrading to a new program? Planning a meeting or conference? Hire a Microsoft Certified Trainer-me! Bring valuable software tips &amp; techniques to your next meeting or virtual training workshop. DM me here or at Dawn@TheSoftwarePro.com
#Productivity #VirtualLearning https://t.co/Orz8436caC","Denver, Colorado",0,0,2021-03-13 18:30:20
999,280,"In theory, working less has the potential to make you more productive .

https://t.co/qSRAfVaWKV  #TimeManagement #Productivity #WorkLifeBalance #WorkFromHome #QualityOfLife #VirtualLearning #Potential  #Interruptions #Distractions  #LossOfFocus  #Organization",Worldwide,1,0,2021-03-13 18:30:16
1000,281,"""Happy Saturday!""
#teachers #administrators #principals #virtuallearning #alabamaeducator #highereducation #alabamaeducation #educationadministration #schools #schooladministrators #alabama https://t.co/XnZQCn62yZ","Birmingham,AL",0,0,2021-03-13 18:27:16
1001,282,He’s been in my class all year and he absolutely loves piano and music theory! #virtuallearning #apsarts #PantherPride #noteflight #musicfirstclassroom https://t.co/x51TBAPFcN,"Southwest, Atlanta",1,6,2021-03-13 18:02:42
1002,283,"ONLINE Robotics Classes Available! Ask us about a free trial!
#boswinrobotics #onlineclasses #virtuallearning #onlinerobotics #virtualclassroom #virtualrobotics #stem #science #education #stemeducation #steam #engineering #technology #womeninstem #robotics #learning #coding #tech https://t.co/f3mP5Yv7KE","Mississauga, ON",2,1,2021-03-13 17:00:25
1003,284,#Designing a Poster Session as an Online Event https://t.co/B97vAlRWxj via @YouTube #showcase #virtuallearning #AcademicChatter #faculty #professor #Onlineclass  @Acadiate,"Toronto, Ontario",0,1,2021-03-13 16:49:23
1004,285,#WorkingwithKazakhstan &amp; you don't know about #BESHBARMAK? No-no! Dig into my book now!: https://t.co/PMqFVLyQnN and find out! #globalbiz #virtualteams #virtuallearning #crosscultural #globalbusiness #globalteams #globalmobility #globaltraining #remoteteams  #globalwork https://t.co/1jauxdff9V,NYC based,0,0,2021-03-13 16:45:50
1005,286,#virtuallearning @KSCA_tweets Love it! Live it! https://t.co/PcA9ZfK6pT,Midwest,0,0,2021-03-13 16:31:51
1006,287,"We want to hear from you! What topics would you like to see us cover during a Parent Support Workshop? Let us know in the comments or send us a DM. You can catch up on all of our workshops here: https://t.co/jmchmi5N4v

#VirtualLearning #RORGNY #LearningDuringCOVID https://t.co/Q69xFAw0eS","New York, NY",1,1,2021-03-13 16:30:17
1007,288,"Oldest is working on her rain forest science project with her dad: 🧬 

Dad: Name some primary consumers
Me: What about Toucans
Daughter: Toucans... I thought they were a myth! 🤦🏾‍♀️😂 #virtuallearning","Wake Forest, North Carolina",0,0,2021-03-13 16:22:37
1008,289,"For #FuturesAcademy students who need a little extra help, we offer 1:1 tutoring sessions! Learn more about our tutoring sessions here &gt;&gt;&gt; https://t.co/SA0XxoS8WY
.
.
#FuturesInEducation #SchoolReimagined #onlinecourses #virtuallearning https://t.co/8H5URycMOJ",Throughout California,0,0,2021-03-13 16:15:09
1009,290,"Upholding high levels of #participation can be an uphill task, even for older students!

Best Practices for Creating Fun #VirtualLearning Environments 💻 https://t.co/WuOzwR0Yp8 https://t.co/9qTZlqYZcJ",,0,1,2021-03-13 16:01:05
1010,291,"Only one week left until CNFC's craft-focused Interview workshop with @deniseoryan. If you’re thinking about joining us, now’s the time to register! More info here: https://t.co/glszk6AyY8 
#interviewskills #virtuallearning https://t.co/bi5ZjWh4ET",Canada,2,1,2021-03-13 15:55:44
1011,292,"Starting the day off @ACOFP annual conference with a virtual meet and greet via @airmeet then later today will be presenting healthcare considerations for #LGBTQI patients. 
#virtuallearning @NYITCOMDO @ACOFP https://t.co/TnxSeMeNNW","Long Island, NY",4,8,2021-03-13 15:49:31
1012,293,#scvs Fellows and Chief Residents Program #virtualevents #virtuallearning #vmix #medicalmeeting https://t.co/FhbHQb1DIv,"NH, MA, CA",0,0,2021-03-13 15:20:24
1013,294,"@whirlwinde34 @CKWS_Hutch @CKWS_TV @queensu 1-sided viewpt

No argument #lockdowns  cause harm
But the author diminishes his validity d/t absence of balance 

 #lockdown2021 benefits:

#LivesSaved
#MaintanenceOfCareCapacity  #ReprieveFromLifesDemands
#TimeToReflect
#VirtualEvents 
#VirtualLearning 
#Pivoting
#Collaboration","Ontario, Canada",0,0,2021-03-13 15:09:44
1014,295,"5 Cool Devices and Tools Your Kids Need for Virtual Learning

#devicesforkids #learningtools #virtuallearning #remotelearning #kids #parenting #learning #remote #virtual https://t.co/vkI3qfSnl3","Michigan, USA",0,0,2021-03-13 14:55:33
1015,296,It’s officially been 1 year since I’ve taught face to face. That is all. 😪 #virtuallearning #teachinginapandemic  #teacher #COVID19 https://t.co/d73koHFggV,United States,0,0,2021-03-13 14:31:37
1016,297,"Great for little and not so little kids! Today at 1 pm, sing and dance along with A4L's Dino O'Dell. Click here for the Zoom link:  
https://t.co/3FDct1SHTB
#virtuallearning #artsed #earlychildhoodeducation https://t.co/EVCsrhLe98",Virginia,0,1,2021-03-13 14:30:00
1017,298,"Acid Base Reactions,  Neutralization, Titration: 7 #chemistry Resources https://t.co/wEU4XQ0JON #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #chemistryfordays",excite  engage  enhance,0,0,2021-03-13 14:06:11
1018,299,#Chemistry Course Plan: 320-Resource Whole Year Mega Hybrid Bundle https://t.co/ObV0Npl9XN #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #chemistryfordays,excite  engage  enhance,0,0,2021-03-13 14:04:41
1019,300,#chemistry Unit Plan: Mole Concept &amp; Calculations 3-Lesson Hybrid Bundle https://t.co/tMs27eQGYI  #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp #Caturday #SaturdayMorning #SaturdayThoughts #hybridlearning #virtuallearning #GoogleClassroom #ngssch,excite  engage  enhance,0,0,2021-03-13 14:03:06
1020,301,"How to plan a productive meeting - Important Components Of Meeting Agenda

https://t.co/o2X0482nNs

#TimeManagement #Productivity #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #VirtualLearning #TimeManagementFixer #ProductiveMeetings #MeetingAgenda",Worldwide,1,0,2021-03-13 14:01:21
1021,302,"Get to use the best free online virtual desktop app on the net~

Imagine having access to all your productivity software without changing tabs... 😎 🤓 

https://t.co/27B0DIrxUZ

~

#Firefly #desktop #Virtual #virtuallearning #Online #onlineclasses #onlinelearning #homeschooling","Planet Phloston, Angel Galaxy",0,1,2021-03-13 12:39:39
1022,303,"Upgrading to Microsoft 365 (Office 365)? Bring a productivity speaker &amp; Microsoft Certified Trainer to your next meeting, onsite or virtual learning program to add valuable software skills. DM me here or at Dawn@TheSoftwarePro.com
#Productivity #VirtualLearning https://t.co/0914FWQY1J","Denver, Colorado",0,0,2021-03-13 12:27:12
