,Content,Location,Retweet-Count,Favorites,Created at
100,You know already the basics of Vim and you want to get better? https://t.co/bWryl7Q6rM #Vim #NeoVim | @mdasuaje https://t.co/g3WN5cZySm #tuDigital #BocDevs #DigitalLearning #Programming #LearntoCode #LyfeLongLearning #Learn #Discover #Create #Earn #Share,Venezuela,0,2,2021-03-15 13:28:12
101,Fantastic example of S2 work produced whilst learning from home! 🌿🌴🦜🦎🪵 #savetherainforest #digitallearning @Royal_High_Sch (Part 1): https://t.co/LoqVlWInD8,"Edinburgh, Scotland",3,10,2021-03-15 13:26:39
102,How to Use JupyterLab Introductory tutorial on the use of JupyterLab. https://t.co/OQTC47FZcJ #Python #JupyterNotebooks #IPython #WebBased #Develepment #Environment | @mdasuaje https://t.co/T4CjH8SQ62 #tuDigital #BocDevs #DigitalLearning #Learntocode #Capacitación,Venezuela,1,0,2021-03-15 13:26:36
103,"JupyterLab is a web-based interactive development environment for Jupyter notebooks, code, and data. Try it in your browser https://t.co/ISpLXg74hm @mdasuaje #Python #NewBie #Coder #LifeLongLearning #DigitalLearning",Venezuela,1,0,2021-03-15 13:23:27
104,There is a wide range of #PDST Digital Technology Team supports available as you continue to on your  school's digital journey 🚀 👨‍🏫👩‍🏫 #PDST #PDSTDigTech #DigitalLearning @Education_Ire @PDST_TechinEd https://t.co/iIJt4jDPiZ,"Dublin, Ireland",19,45,2021-03-15 13:20:04
105,"NEXT GENERATION BLENDS:
Advanced, brain-friendly learning to address your
big issues and opportunities, curious? want to know more? Contact us https://t.co/C8mDBzxOB1 #digitallearning #nextgenblended #blendedlearning #learning","Leamington Spa, England",0,1,2021-03-15 12:58:50
106,"Royal Society for Public Health: investing in learner experience; interview with RSPH's Samantha King @R_S_P_H 
https://t.co/zdq9xW5nrb 
@AgyliaGroup #DigitalLearning",,0,1,2021-03-15 12:58:17
107,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it free here https://t.co/ctX6sHcofu 

#DigitalLearning #DorsetJobs https://t.co/QdUqZ89ICZ",Dorset,0,0,2021-03-15 12:05:13
108,"AD EXTENSIONS | Digital Marketing | Google Adwords 

#Google #DigitalMarketing #DigitalLearning #RPMGDigitech https://t.co/ZmXAVXq3Wq",,0,0,2021-03-15 12:05:04
109,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/xO01wfa7Gb 

#DigitalLearning #JCPInStaffs https://t.co/kdU3vjOO5I","Stafford, England",0,0,2021-03-15 12:02:09
110,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/ti4dAoeDlu 

#DigitalLearning #JCPInDerby https://t.co/Rap4hZdFgE","Derbyshire, United Kingdom",1,1,2021-03-15 12:00:49
111,"Have you checked out these 8 maths resources? https://t.co/xTUaXoI1AO

#maths #digitallearning https://t.co/OA6QDN6uYj",Worldwide,0,1,2021-03-15 11:30:23
112,"We feel proud to announce Mr.Chethan Ram as
Drona Edu's Brand Ambassador.

#dronaedu #elearning #education #education #chethanram
#brandambassador #brand #branding #digitallearning #motivationalspeech
#onlinelearning #learning #distancelearning #teaching https://t.co/muB0qRNPcL",Bangalore,1,2,2021-03-15 11:18:30
113,Cloud-based VR authoring tool with xAPI capability launched - Learning News https://t.co/YlS9GI01P1 @eComScotland @eNetReality #VirtualReality #DigitalLearning,,4,3,2021-03-15 11:02:25
114,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/fv1mqApyAd 

#DigitalLearning https://t.co/G8yAcnaXt6","Edinburgh, Scotland",0,0,2021-03-15 11:01:28
115,"For us, it's getting to know WHAT you want, and more importantly WHY you need it. That way we can work along side you to create an effective, engaging product that will benefit learners!

@libasheeran @BACKonLINE1 

#DigitalLearning #Elearning #OnlineLearning https://t.co/CttVaJJf5H","Kent, England",0,0,2021-03-15 10:30:00
116,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/orBAyVWJlc 

#DigitalLearning https://t.co/bKNW5Vfkwn",West Scotland,2,0,2021-03-15 10:00:42
117,"""Infinite opportunities from infinite data."" — The motto of this year's Hannover Messe from 12 to 16 April 21. #SITRAIN is participating with exciting presentations on the virtual stage. Register for free 👉 https://t.co/rwD0KsigWw
#digitalenterpriseservices #digitallearning https://t.co/j6Q0Q7IKZY",Qatar,0,0,2021-03-15 09:46:40
118,"Vol 16, No 02 (2021). International Journal of Emerging Technologies in Learning (iJET) https://t.co/xRh8aR3Vzd #elearning #onlinelearning #remotelearning #MOOC #LMS #digitaltransformation #digitallearning #competences #pedagogy #pedagogía #pedagogie #VirtualLAB #TIC #EDtech https://t.co/bAQeojfkvm",Sevilla,2,0,2021-03-15 09:40:04
119,"#AI4Belgium Week - starting today - with several targeted sessions (FR, NL &amp; EN) on #education &amp; #skills during the week

@OpenKnowledgeBE @EDWEVub @brussels_ai @women_in_ai @NLAICoalitie @ALLAI_EU @RRITools @aire_master #DigitalLearning #Edtech #AIed https://t.co/wO5xLSLF69 https://t.co/NUyexvESAD",Brussels,3,1,2021-03-15 09:18:45
120,"""Infinite opportunities from infinite data."" — The motto of this year's Hannover Messe from 12 to 16 April 21. #SITRAIN is participating with exciting presentations on the virtual stage. Register for free 👉 https://t.co/45cAQI6ZmH
#digitalenterpriseservices #digitallearning https://t.co/9rY4MNHs7w","Leuven, Belgium",0,0,2021-03-15 09:18:08
121,"Learn coding through playing..👦🏻

Don't miss out this impactful workshop . DM us for any query. 😊
Find out more about our programs. 📲 +91-9937175522

#pythonprogramming #digitallearning #kidscancode #learnprogramming #codingforkids  #onlinecodingcourse
#onlinelearning https://t.co/w54aiRkrOT",,4,5,2021-03-15 09:16:46
122,Orgs acknowledge that shift to #digitallearning must be a mid-to-long-term strategic goal as pandemic effects will loom long into the decade. See #NelsonHall’s market analysis of the #learningservices market by @NikkiE_NH for more: https://t.co/hYi2pJUvBM #HR #HRO https://t.co/pyOoX8L9Bp,Global,0,0,2021-03-15 09:15:39
123,"Effective training starts with bringing learning closer to an employees' point of need. 👏🏻 There's no question that, moving forward, #digitallearning will be the mode of choice for many companies' L&amp;D. 🖥 https://t.co/U6zIyZHnfJ","Geneva, Switzerland",0,1,2021-03-15 09:12:07
124,"Head of Digital &amp; Academic Skills - in this new strategic role, you will place inclusivity, digital &amp; academic skills at the heart of our student's success. Discover more https://t.co/BTgaE9MCon  #inclusiveleadership #academicskills #digitallearning https://t.co/PtHbCCC5Jb",Swindon,1,0,2021-03-15 08:52:43
125,How to Implement Educational Technology in the Modern Classroom https://t.co/VN4K8dB9pV #digitallearning #edapps #edtech #elearning #kidsdeserveit #mlearning #motivation,,1,0,2021-03-15 07:42:15
126,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,2,0,2021-03-15 07:42:15
127,"We successfully improve driver behaviour, reducing speeding offences, poor driving habits and minimising risk, making the roads safer for everyone on them.  👏
#safedriver #fleetmanagementsystem #digitallearning https://t.co/Mm7SPLOuZc","Derby, UK",0,0,2021-03-15 07:00:12
128,"𝐀𝐫𝐭𝐢𝐟𝐢𝐜𝐢𝐚𝐥 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐜𝐞 𝐎𝐧𝐥𝐢𝐧𝐞 𝐂𝐨𝐮𝐫𝐬𝐞

𝗘𝗻𝗿𝗼𝗹𝗹 𝗡𝗼𝘄: https://t.co/H8ZsY6yZTV
✔ On-demand 
✔ 95% Off
✔ Certificate
Offer for a limited time.
#digitallearning #artificialintelligence #Onlinecourse #technology #Onlineeducation #easyshiksha https://t.co/m61G6bRrNR",India,1,0,2021-03-15 06:26:30
129,"Get comprehensive insights into why ready-to-use #elearning courses are a must-have for all organizations across industries.

Download EBook to learn more https://t.co/eEfNMfgGvl

#DigitalLearningLibraries #DigitalLearning #LearningandDevelopment #OnlineContentLibraries #Plethora https://t.co/arCPnyYyqM",,0,0,2021-03-15 05:54:43
130,Virtual learning should not replicate traditional classrooms. #digitallearning https://t.co/cWes1z6xj5,Sophia Antipolis Technopole,0,0,2021-03-15 05:14:58
131,"Tesseract Learning is proud to announce its recognition as a Smartchoice® Preferred Solution Provider by Brandon Hall Group

https://t.co/1mNSVNbui2

#eLearning #DigitalLearning #learninganddevelopment #traininganddevelopment #elearningcompany #employeetraining #corporatetraining","Bengaluru, India",0,0,2021-03-15 05:05:48
132,"Move your EXAMS ONLINE to an advanced Proctoring platform with Tieke Connect! Please reach us at, 9840055440 | https://t.co/GrkdoFWVmn
#tieke #tiekeconnect #Tiekecommunity #tieke_education #onlineexams #examsonline #onlineeducation #learning #digitallearning #digitalindia https://t.co/hgi4lwmTue","Chennai, India",0,2,2021-03-15 04:35:36
133,"Only 9 Days left to go to #EduTECHPhil. Are you ready? Get your Free tickets now &amp; hear from 120+ education leaders from across the Philippines. Register here https://t.co/AODlqswwvZ

#K12 #HigherEducation #education #smartcampus #smartschools #digitallearning #blendedlearning https://t.co/X2Jruwmi2a",Singapore,0,0,2021-03-15 03:55:20
134,"We are delighted for Mind Tools from Emerald Works to be confirmed as a ‘Core Leader’ in this year’s Fosway 2021 9-Grid™ for Digital Learning.

#DigitalLearning #Fosway9Grid #eLearning #LearningTechnologies https://t.co/6Fi56q6Sec","Edinburgh, Scotland",0,3,2021-03-15 01:00:00
135,"We are proud of our parent company @LTGplc for reinforcing our position as a strategic leader in #digital learning in 2021 @fosway Group 9-Grid™. 👏
Read all about it here: https://t.co/LfbZSLy7FA

#award #strategic #digitallearning #onlinelearning #elearning","Melbourne, Australia",1,2,2021-03-15 00:06:59
136,"Do you want to conduct #CorporateTraining in a cost-efficient and easily auditable way? Find out how you can produce online and multimedia programs for #HSE and #LnD purposes for your corporation at https://t.co/L0PHLmXEcr 

#eLearning #DigitalLearning https://t.co/NmlQZ4KvGp","Subiaco, Perth",0,2,2021-03-15 00:05:03
137,"Vol 16, No 05 (2020). International Journal of Online and Biomedical Engineering (iJOE) https://t.co/k2Aw0NkW88 #elearning #biomedical #onlinelearning #digitalLearning #lab #laboratorios #digitaltransformation #EDreform #digital #TIC #tecnología #tech #EDtech https://t.co/TEBm7RmjP3",Sevilla,0,0,2021-03-14 20:00:47
138,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/VJeN6TY5Px 

#DigitalLearning https://t.co/sHKFBPuZ2v","North London, England",0,1,2021-03-14 20:00:30
139,"Data Convergence @Digital Transformation, Industry 4.0 and Emerging Technologies

#365daysdcpoll #day65

#digitallearning #learningdesign #elearningdevelopment #learninganddevelopment #learningsolutions #learninganalytics #elearning #microlearning #datac…https://t.co/JpMJW01RZM",USA,0,0,2021-03-14 19:27:22
140,"Thank You @ThingLink_EDU who have given me 5000 views for free! Much appreciated! My pupils Csn now enjoy their topic, homework led thinglinks without any hiccups! #digitallearning",glasgow ,0,3,2021-03-14 18:02:19
141,"Announcing our professional intranet certificate in planning. Learn intranet strategy, information architecture and deployment and gain our exclusive certificate. Spaces are limited, so register to secure your place! https://t.co/pIuUlYTjC6 #Intranets #DigitalLearning https://t.co/yfKX5uqMDn","Newbury, United Kingdom",0,0,2021-03-14 16:50:04
142,"LABRIGHT CHEMISTRY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/aYITxP6pf6
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #chemistry https://t.co/D9yJnEB8ta","Cincinnati, Ohio",1,0,2021-03-14 16:45:27
143,"@jourde @yannhoury Agreed, I actually just listened to this episode of the @EdtechFrance podcast with @anne_monneret and @yannhoury yesterday :-) #foodforthought &amp; humorous in discussing &amp; navigating #digitallearning &amp; #edtech (&amp; also a little google education vs @LaFrenchTech 'rivalry')",Brussels,0,3,2021-03-14 16:02:24
144,"Grow your digital skills at home with Google Digital Garage!

Access FREE live training, delivered by expert trainers, designed to help you jump-start your career, develop new skills or grow your business. 

Find out more here: https://t.co/In9MXxwsLy  

#DigitalLearning https://t.co/xxymsKgRwM","Wales, United Kingdom",0,0,2021-03-14 16:01:31
145,Why Emergency Online Learning Got Low Grades From Many College Students #digitallearning #highered https://t.co/HHz6RYVyXc,"Portland, OR",2,2,2021-03-14 15:44:00
146,Ultimate Mote-ivation! #MoteAmbassador #MoteCE #Mote #typeless #talkmore #feedback #Googleintegrated #GoogleClassroom #GoolgeSlides #GoogleDocs #DigitalLearning #edutech #achievement #goals @justmoteHQ @GoogleForEdu https://t.co/ZlJ3q7jTEb,,0,15,2021-03-14 15:28:14
147,Creating Responsive eLearning With FRED. Amit Garg @GargAmit100 y Geera Bellarte @UpsideLearning https://t.co/4OQALse43H #elearning #onlinelearning #mlearning #blearning #digitallearning #education #EDtech #TIC #educación #EDreform #remotelearning #responsibeeLEarning https://t.co/GLXswbx60n,Sevilla,0,0,2021-03-14 14:20:04
148,"Kickstart your dream career with courses in critical skills across IT, Business and Healthcare from @vision2learn. Enrol on a FREE online course in your area here

https://t.co/PeibgOQkVp  

#DigitalLearning #JCPInLincs #CareersAdvice https://t.co/gosMdv7xqm",Lincoln UK,0,2,2021-03-14 14:00:50
149,"Dear Educators, Let’s help grow the #DigitalLearning ecosystem. Please help @MrsWraithmell complete a quick survey. https://t.co/5xnRIQ7UKY","Here, Now",0,1,2021-03-14 13:45:52
150,"The @AccentureUK Skills to Succeed Academy can help you plan your career, get a job and build skills for the future.

Use the free and interactive training to start your journey to success today https://t.co/8WAX4AKGiQ 

#DigitalLearning https://t.co/gkXeQgE1fq",United Kingdom,0,1,2021-03-14 11:00:56
151,"Highlights of the Fortnight.🎋💫
 
@thekiranbedi @SainaBharucha 
#DemonstrativeLearning #DigitalLearning #Inspire #Mentor #Guide #SpreadKindness https://t.co/awOoeKKChM","Gurgaon, India",3,4,2021-03-14 10:57:32
152,"NEXT GENERATION BLENDS:
Advanced, brain-friendly learning to address your
big issues and opportunities, curious? want to know more? Contact us https://t.co/C8mDBzxOB1 #digitallearning #nextgenblended #blendedlearning #learning https://t.co/ytJ1k6tk7a","Leamington Spa, England",0,0,2021-03-14 09:45:00
153,"Women Create-Free Summit 
March 23-25

2 days 
30+ experts
2 weeks of access to all replays

Build businesses with support success guaranteed

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/lXzYOKojGJ","Bengaluru, India",1,0,2021-03-14 09:18:16
154,The results of our live cook along on Friday! Super impressive work S1 SOH 😍 think we have some future hospitality stars in the making! Looking forward to Friday for our next one - hope you are too! 🥳 #digitallearning #onlinelearning @LarbertHigh @ConnectedFalk https://t.co/O4c9D7tCcs,"Scotland, United Kingdom",0,4,2021-03-14 08:38:19
155,"Vol 16, No 02 (2021). International Journal of Emerging Technologies in Learning (iJET) https://t.co/xRh8aR3Vzd #elearning #onlinelearning #remotelearning #MOOC #LMS #digitaltransformation #digitallearning #competences #pedagogy #pedagogía #pedagogie #VirtualLAB #TIC #EDtech https://t.co/LrbC37tXUv",Sevilla,1,0,2021-03-14 08:20:02
156,"Ever wanted to change sector - get a head start with free courses across IT, Business and Healthcare from @vision2learn here https://t.co/xisUhJFQgh #DigitalLearning

#JCPinCambs https://t.co/5GtDb6VbKr",Cambridgeshire,0,1,2021-03-14 08:00:43
157,"Ever wanted to change sector - get a head start with free courses across IT, Business and Healthcare from @vision2learn here https://t.co/2azBi2xw4U #DigitalLearning

#JCPinNorfolk https://t.co/7nZWb2JVSS",Norfolk UK,0,1,2021-03-14 08:00:43
158,"NCISD is a 1:1 Chromebook &amp; a Canvas LMS district. If you are looking to join an innovative, forward thinking district, New Caney ISD is the place for you! 
 #hiring #educationaltechnology #jobsineducation  #digitallearning #k12education  #careerseducation  #wearehiringnow https://t.co/uXkBW7s6HG","Spring, TX",0,1,2021-03-14 02:12:44
159,"Vol 16, No 02 (2021). International Journal of Emerging Technologies in Learning (iJET) https://t.co/xRh8aR3Vzd #elearning #onlinelearning #remotelearning #MOOC #LMS #digitaltransformation #digitallearning #competences #pedagogy #pedagogía #pedagogie #VirtualLAB #TIC #EDtech https://t.co/gjxUYPQoB6",Sevilla,2,1,2021-03-14 01:45:03
160,"Vol 16, No 07 (2020). International Journal of Online and Biomedical Engineering (iJOE) https://t.co/IMIeac9qqb #elearning #mlearning #machinelearning #STEM #onlinelearning #digitalLearning #engineering #biomedical #tecnologías #tech #EDreform #education #educación https://t.co/dxXutITEld",Sevilla,3,0,2021-03-14 01:30:07
161,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,1,0,2021-03-14 01:17:27
162,"More than 14,000 individuals have completed ""The Oral Cavity: Portal to Health and Disease,"" a course taught by PDM faculty that is available for free on Coursera.

https://t.co/lolAo57G4P

#Coursera #FreeEducation #PennCoursera #DigitalLearning #PennDental #PDMFaculty","Philadelphia, PA",0,1,2021-03-14 00:36:00
163,"📢 Microsoft Education Exchange by @MicrosoftEDU! Three days of edtech stuff to spice up your pedagogy. 🤗 Follow me! https://t.co/vXMKQOYWwT

#E2 #edtech #education #DigitalLearning #technology #teaching #learning #obrazovanje https://t.co/sawYVZNAsQ",,0,0,2021-03-13 23:09:32
164,"If you’re a new program director, don’t miss PAEA’s Virtual Jump Start Academy, beginning in April. Register by March 16 for early bird pricing. https://t.co/zx7anCPpws #DigitalLearning #PAMedTwitter #FacultyDevelopment https://t.co/76uH032laV","Washington, DC",0,1,2021-03-13 22:45:03
165,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/Y56zEdrmm1 

#DigitalLearning #JCPinNorfolk https://t.co/ghnhtwPYMC",Norfolk UK,0,0,2021-03-13 20:01:06
166,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/nrpu0mD5qx 

#DigitalLearning #JCPinCambs https://t.co/oNG2zpPvvh",Cambridgeshire,0,0,2021-03-13 20:01:06
167,"Special Sentences is an educational tool adaptable to all abilities that allows you to build sentences with whole words. Discover the app today https://t.co/34KeKTKi1i

#EdTech #Literacy #DigitalLearning https://t.co/zS079s5nud",United Kingdom,0,0,2021-03-13 19:15:10
168,"LABRIGHT BIOLOGY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/Cj7geLOwvH
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #biology https://t.co/tqhq8pdtsf","Cincinnati, Ohio",1,0,2021-03-13 19:01:07
169,"Sign up for our Knowledge Tree email. Packed full of great articles, blogs and reviews. https://t.co/MMMqG4jzcV #Knowledgeshare #email #learning #learninganddevelopment #digitallearning #blogs https://t.co/O4r9cAy4O8","Leamington Spa, England",0,0,2021-03-13 19:00:01
170,"While this isn't the experience for all, I have heard this occurring with many that have to navigate a system that historically hasn't supported them.

@kmishmael reminds me of our convo!

#DigitalLearning #VirtualSchool

https://t.co/bVHp5pCNXf","Sausalito, CA",0,0,2021-03-13 18:15:00
171,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/9A7exFUxU5 

#DigitalLearning https://t.co/UPQb92YSDM","Wales, United Kingdom",0,0,2021-03-13 18:00:46
172,"NCISD has 3 media specialist positions available. We are a 1:1 Chromebook &amp; a @CanvasLMS district. If you are looking to join an innovative, forward thinking district, this is the place for you! #hiring #educationaltechnology #digitallearning #k12education https://t.co/9N1QKjPwSU","Porter, Texas",1,10,2021-03-13 17:52:04
173,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/Bo1q6HMrVk 

#DigitalLearning #BCTweets https://t.co/Fw45uCCzSz","West Midlands, England",0,0,2021-03-13 17:00:50
174,"Online examinations conducted at Aarohan Vocational Training Centre.
#digitalliteracy #digitallearning #digitallearning #digitalindia #education #computereducation #computercourse #basiccomputer @ Malviya Nagar https://t.co/0REgI3yOA1",New Delhi,0,0,2021-03-13 16:22:25
175,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/xrSSiQMRAx 

#DigitalLearning https://t.co/1vT0W0fFtG",North and North East Scotland,0,0,2021-03-13 16:01:41
176,"There’s still space to book for tomorrow’s FREE online Creative Composing Lab,  inspired by Birtwistle's Pulse Sampler. Sign up below - a great opportunity for young composers living both in and outside of Brum!
https://t.co/W91Oo1952N
#NewMusic #digitallearning #composing",Birmingham,2,4,2021-03-13 15:27:10
177,"Honoured to be recognised at the 3rd ICC Social Impact Awards for #DigitalLearning project by team #Gyanodaya in Godda, Jharkhand &amp;  #WomenEmpowerment project by the #Unnayan team in Surguja, Chattisgarh. https://t.co/K9RkK8CuaG",Ahmedabad,8,55,2021-03-13 15:13:55
178,Surging demand shows we are all #digitallearning providers now as @fosway releases new 2021 9-Grid™ for Digital Learning - new in our press zone this week. https://t.co/2C3Q3LStio https://t.co/I2UpIPVPPf,United Kingdom,0,0,2021-03-13 14:00:27
179,"Uncover pathways to enhance #holisticlearning at #EduTECHPhil! Join MMUN Founder Judith Cunningham and more and learn from their experience.

Register for free now and join us on 24-25 March 2021 https://t.co/XnRm80QBVE

#K12 #HigherEducation #education #digitallearning https://t.co/5lzgrfQtDs","New York, USA",0,0,2021-03-13 13:37:47
180,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/MVMGefKIl2 

#DigitalLearning https://t.co/Gvi13eFXCI",West London,0,0,2021-03-13 13:30:19
181,Ready for another inspiring day on #digitallearning with @mmarotta and @csheil! #gafefsu https://t.co/SdAK0kkryW,,0,2,2021-03-13 12:10:14
182,"Have you heard of the #LloydsBankAcademy ? 

It is full of tips to help you in your employment journey – speak to your JCP Work Coach for more information, or visit https://t.co/tDAdra5DOx 

#DigitalLearning https://t.co/WMqB9mmMnl",Gloucestershire,0,0,2021-03-13 12:05:06
183,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/tXu3kujspg 

#DigitalLearning #NottsFT #NottsYP https://t.co/FidWSHsfZS","Nottingham, United Kingdom",0,0,2021-03-13 12:00:57
184,Our vision is to provide a high-quality education from Nursery to Sixth Form distinguished by an innovative use of technology to support and enrich learning across the curriculum with a focus on the individual learner. #CambridgeSchools #Iloveboarding #DigitalLearning https://t.co/76jpzV9t3I,Cambridge,1,4,2021-03-13 11:00:47
185,"Our new Bridging the Digital Divide podcast &amp; accompanying resource explore the role #digitallearning can play in creative #artseducation #artsed

Thanks to @_TheWhitechapel's Alex Kais &amp; @LansburyPrimary teacher @KerriSellens for chatting with us

👂⤵️
https://t.co/u0p0yOHvt4",London,0,1,2021-03-13 11:00:02
186,"Organizational maturity is key to achieving your goals. Knowing where you are, where you want to go, and how to get there is crucial. To help you out, we've identified the 3 major phases on the journey to #digitallearning organizational maturity: https://t.co/6aRT5VQeEp",,0,0,2021-03-13 10:33:10
187,"Organizational maturity is key to achieving your goals. Knowing where you are, where you want to go, and how to get there is crucial. To help you out, we've identified the 3 major phases on the journey to #digitallearning organizational maturity: https://t.co/P30uK5IVSN",United States,1,3,2021-03-13 10:30:17
188,How to Implement Educational Technology in the Modern Classroom https://t.co/VN4K8dB9pV #digitallearning #edapps #edtech #elearning #kidsdeserveit #mlearning #motivation,,1,0,2021-03-13 10:15:50
189,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,1,0,2021-03-13 10:15:49
190,"Have you heard of the #LloydsBankAcademy ? 

It is full of tips to help you in your employment journey – speak to your JCP Work Coach for more information, or visit https://t.co/TuKgnfPUZF 

#DigitalLearning  #JobsSkills #SussexJobs https://t.co/kEIM14FZVO","Sussex, England",0,0,2021-03-13 10:00:56
191,"Our FREE #LXDcourse will help you to identify which of the 30+ forms of digital learning are right for your audience and project, sign up today! https://t.co/t3kQMekzIp #LXD #Learning #Learningcommunity #Digitallearning https://t.co/zuQOIW5rKf","Leamington Spa, England",1,4,2021-03-13 10:00:00
192,"Women Create- March 23-25

 empower, celebrate, and promote women's entrepreneurship. It's 3 days, free event with workshops and sessions. 

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/AfvYrr00x6","Bengaluru, India",0,0,2021-03-13 09:04:57
193,"Did you know that for as low as Ksh 50 a day, your Grade 3 &amp; 4 child can access animated CBC interactive content on our eLearning platform? Register here https://t.co/Hu1Lquo2sd for more captivating revision content they can access this weekend.#digitallearning #CBC #elearning https://t.co/r5kp2x4fLs",nairobi,1,1,2021-03-13 08:09:04
194,"Join the @GoogleUK #DigitalGarage and grow!

FREE weekly webinars deliver live training, Monday to Friday, to help you develop new digital skills! 

⭐Grow Your Career
⭐Grow Your Business
⭐Grow Your Skills

Register at https://t.co/OpHyhqQmYC 👍

#DigitalLearning https://t.co/Q3ZMOhkTTk",Gloucestershire,0,0,2021-03-13 08:05:03
195,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/UNC3F5keHS 

#DigitalLearning https://t.co/LqsGAPNEbo","Essex, England",0,0,2021-03-13 08:00:27
196,"Rebooting India’s Education with e-Learning

See: https://t.co/m6FY9rgMcZ

#isrgrajan #SaturdayMotivation #Colleges #COVID19 #COVID19 #digitaleducation #DigitalLearning #ELearning #Education #EducationinIndia #Howto #India #OnlineClasses #Remotelearning #Schools #studyfromhome https://t.co/D5AhtfmWP8","DT: 27.1340,81.9619",0,0,2021-03-13 08:00:02
197,@tim_jumpclarke @MsClaraGalan What a great 😊 day @ODeaHighSchool’s conference! Thank you @OlingerDavid for hosting. #DigitalLearning #edtech #socialemotionallearning #Seattle,"Seattle, WA, USA",1,2,2021-03-13 07:29:08
198,"AI powered system makes this learning suitable for specially-abled children as well.
 
Registrations Open!
 
#cyboard #cyboardschool #onlineschool  #AIpowered #globalcurriculum #smartlearning #pedagogycurriculum #experientiallearning #elearning #onlinelearning #digitallearning https://t.co/fyxUDH8ALl",,0,0,2021-03-13 04:44:27
199,@UNESCO: present! 😀 @antonioguterres #DigitalInclusion #AIEthics #DigitalLearning #Connectivity #AccessToInformation #SDGs @UNBBCom https://t.co/vqRzzXLZBX,"Paris, France",0,0,2021-03-13 02:10:33
200,"Check out our #sponsors and supporters: @Sybasigns , EBSCO https://t.co/Wu6J6vHSQs , Brittanica Digital Learning https://t.co/ey4n663IJP &amp; Box Of Books https://t.co/1jc3HW2KP7 #slansw21 #DigitalLearning #schoollibraries #tlchat https://t.co/2SxPfIwTwl","NSW, Australia",3,8,2021-03-12 23:24:57
